ID	G45047	G45048	G45049	G45050	G45051	G45052	G45053	G45054	G45055	G45056	G45057	G45058	G45059	G45060	G45061	G45062	G45063	G45064	G45065	G45066	G45067	G45068	G45069	G45070	G45071	G45072	G45073	G45074	G45075	G45076	G45077	G45078	G45079	G45080	G45081	G45082	G45083	G45084	G45085	G45086	G45087	G45088	G45089	G45090	G45091	G45092	G45093	G45094	G45095	G45096	G45097	G45098	G45099	G45100	G45101	G45102	G45103	G45104	G45105	G45106	G45107	G45108	G45109	G45110	G45111	G45112	G45113	G45114	G45115	G45116	G45117	G45118	G45119	G45120	G45121	G45122	G45123	G45124	G45125	G45126	G45223	G45225	G45226	G45227	G45228	G45229	G45230	G45231	G45235	G45236	G45237	G45238	G45239	G45240	G45241	G45242	G45243	G45244	G45245	G45246	G45247	G45248	G45249	G45250	G45251	G45252	G45253	G45254	G45255	G45256	G45257	G45258	G45259	G45260	G45261	G45262	G45263	G45264	G45265	G45266	G45267	G45268	G45269	G45270	G45271	G45272
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_limosum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1346	1414	1776	2241	634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1497	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_limosum|t__GCF_000152245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1346	1414	1776	2241	634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1497	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ramulus	0.0	723	0.0	0.0	0.0	0.0	0.0	6091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12302	0.0	337	5758	0.0	0.0	0.0	0.0	0.0	0.0	5124	0.0	2468	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11893	0.0	24842	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13584	0.0	2786	0.0	0.0	47024	0.0	38588	0.0	0.0	0.0	0.0	26827	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6470	0.0	0.0	0.0	0.0	0.0	33902
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ramulus|t__GCF_000469345	0.0	723	0.0	0.0	0.0	0.0	0.0	6091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12302	0.0	337	5758	0.0	0.0	0.0	0.0	0.0	0.0	5124	0.0	2468	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11893	0.0	24842	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13584	0.0	2786	0.0	0.0	47024	0.0	38588	0.0	0.0	0.0	0.0	26827	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6470	0.0	0.0	0.0	0.0	0.0	33902
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_rectale	2320678	0.0	924851	0.0	2241882	0.0	0.0	388571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	188	0.0	0.0	712435	14458	348631	128817	0.0	465056	0.0	0.0	35271	0.0	115390	368600	10308	0.0	0.0	0.0	479844	0.0	0.0	0.0	0.0	504848	0.0	0.0	0.0	0.0	218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	208570	154451	472115	12101	884414	28134	0.0	46081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	84341	400500	424075	18949	2491	339168	352948	377	349	12241	137618	227030	189	0.0	470	1018849	185652	378	625	405	692	480	917829	164117	488	516	534	434	0.0	3509394	190	21637	1316	1930	1373655	1206769	258136	2642762	244	3508938	2524770	563667	10622	601	294	588207	599	161	216	108	168	381
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_rectale|t__Eubacterium_rectale_unclassified	2320678	0.0	924851	0.0	2241882	0.0	0.0	388571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	188	0.0	0.0	712435	14458	348631	128817	0.0	465056	0.0	0.0	35271	0.0	115390	368600	10308	0.0	0.0	0.0	479844	0.0	0.0	0.0	0.0	504848	0.0	0.0	0.0	0.0	218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	208570	154451	472115	12101	884414	28134	0.0	46081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	84341	400500	424075	18949	2491	339168	352948	377	349	12241	137618	227030	189	0.0	470	1018849	185652	378	625	405	692	480	917829	164117	488	516	534	434	0.0	3509394	190	21637	1316	1930	1373655	1206769	258136	2642762	244	3508938	2524770	563667	10622	601	294	588207	599	161	216	108	168	381
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_siraeum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19790	113535	30112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7900	8960	0.0	0.0	0.0	289154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31102	0.0	0.0	0.0	10871	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1399	0.0	0.0	0.0	0.0	4617	66548	0.0	0.0	0.0	0.0	762	0.0	0.0	0.0	0.0	0.0	2046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21435	22179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	133	732	189	0.0	0.0	6648	129377	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_siraeum|t__Eubacterium_siraeum_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19790	113535	30112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7900	8960	0.0	0.0	0.0	289154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31102	0.0	0.0	0.0	10871	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1399	0.0	0.0	0.0	0.0	4617	66548	0.0	0.0	0.0	0.0	762	0.0	0.0	0.0	0.0	0.0	2046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21435	22179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	133	732	189	0.0	0.0	6648	129377	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_3_1_31	0.0	0.0	3277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	288	0.0	20312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	543	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	210	43613	1577	10048	0.0	0.0	232	0.0	12039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_3_1_31|t__Eubacterium_sp_3_1_31_unclassified	0.0	0.0	3277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	288	0.0	20312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	543	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	210	43613	1577	10048	0.0	0.0	232	0.0	12039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ventriosum	0.0	8675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	283	0.0	0.0	0.0	0.0	0.0	0.0	9572	0.0	10402	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38957	0.0	0.0	0.0	16302	23609	0.0	10432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25237	9193	3654	0.0	52	33575	0.0	15882	0.0	0.0	0.0	0.0	12026	75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	77	0.0	9153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24905	0.0	0.0	0.0	0.0	10530
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ventriosum|t__GCF_000153885	0.0	8675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	283	0.0	0.0	0.0	0.0	0.0	0.0	9572	0.0	10402	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38957	0.0	0.0	0.0	16302	23609	0.0	10432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25237	9193	3654	0.0	52	33575	0.0	15882	0.0	0.0	0.0	0.0	12026	75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	77	0.0	9153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24905	0.0	0.0	0.0	0.0	10530
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	418013	792315	807238	27733	345350	118642	293038	416056	843385	206123	181807	414435	426499	652520	906238	534	732252	1197831	653560	279428	219294	909906	113660	593045	236671	123300	285381	149134	527199	944074	259090	3494447	97135	213048	624266	953302	763904	93186	729933	671195	247705	77000	963304	241022	356377	275616	331626	232468	1403125	405705	1678009	581093	216680	1509119	1554640	1608651	4715885	262998	588009	300212	446064	167999	323717	762089	304932	424602	187969	214224	0.0	1040757	194096	1535037	43592	236449	188002	828328	1476596	506722	206503	601410	1117238	189	907947	1265705	177455	481535	918728	393457	660746	656684	1212348	366513	173	125	61610	67528	650937	118518	731835	1080320	1960130	1025090	2401463	1427771	1371072	388684	1413489	689857	2509117	2019231	579143	742205	1527837	988064	752434	488092	165711	5159	1954174	476149	743655	250186	220413	1068710	1034109	613275
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes	1149	623	294	0.0	0.0	3522	1421	0.0	292	813	407	2094	1256	4146	2237	0.0	53389	10184	2992	1992	7358	4064	0.0	622	13119	11512	793	0.0	956	45	773	0.0	0.0	51297	4989	4566	3976	30815	4858	4679	6577	0.0	610	3367	1695	1598	1063	0.0	1856	1131	8335	11904	48386	0.0	47552	95524	86136	4705	15560	2333	0.0	5889	369	114	5251	9910	14574	7171	0.0	2135	11471	21861	0.0	22557	505	1317	0.0	476	73	1443	8929	0.0	16115	3052	1569	4746	25656	0.0	59188	748	1817	9956	0.0	0.0	1476	2239	0.0	6116	7362	14886	3923	1766	21054	3804	14260	2305	0.0	21341	976	2124	482	3007	3175	2268	3795	2248	349	0.0	0.0	0.0	1497	4752	1871	5208	2934	77
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_caccae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30	0.0	0.0	0.0	0.0	61	0.0	0.0	61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	213	1603	1896	656	688	0.0	1369	471	5425	9303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	212	155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2809	0.0	0.0	0.0	0.0	640	61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	810	0.0	0.0	0.0	0.0	675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	824	492	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_caccae|t__GCF_000154305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30	0.0	0.0	0.0	0.0	61	0.0	0.0	61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	213	1603	1896	656	688	0.0	1369	471	5425	9303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	212	155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2809	0.0	0.0	0.0	0.0	640	61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	810	0.0	0.0	0.0	0.0	675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	824	492	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_hadrus	990	536	253	0.0	0.0	3035	1224	0.0	0.0	0.0	0.0	1804	1083	3525	1927	0.0	45956	8775	2578	1716	6340	3501	0.0	536	11304	9920	683	0.0	701	39	666	0.0	0.0	0.0	4299	3934	3426	0.0	4186	4031	5667	0.0	361	96	0.0	0.0	0.0	0.0	0.0	32	0.0	0.0	41692	0.0	40973	82308	0.0	4054	13407	2010	0.0	5074	318	98	67	0.0	0.0	0.0	0.0	1840	9884	18837	0.0	19436	435	0.0	0.0	410	0.0	469	7694	0.0	13886	2629	1352	1927	22107	0.0	51000	644	1073	0.0	0.0	0.0	1272	1929	0.0	5270	6344	12827	3380	1522	1921	3278	10151	1986	0.0	0.0	841	1830	0.0	2591	2736	1954	3270	1937	301	0.0	0.0	0.0	917	1141	1598	3853	1764	67
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_hadrus|t__GCF_000332875	990	536	253	0.0	0.0	3035	1224	0.0	0.0	0.0	0.0	1804	1083	3525	1927	0.0	45956	8775	2578	1716	6340	3501	0.0	536	11304	9920	683	0.0	701	39	666	0.0	0.0	0.0	4299	3934	3426	0.0	4186	4031	5667	0.0	361	96	0.0	0.0	0.0	0.0	0.0	32	0.0	0.0	41692	0.0	40973	82308	0.0	4054	13407	2010	0.0	5074	318	98	67	0.0	0.0	0.0	0.0	1840	9884	18837	0.0	19436	435	0.0	0.0	410	0.0	469	7694	0.0	13886	2629	1352	1927	22107	0.0	51000	644	1073	0.0	0.0	0.0	1272	1929	0.0	5270	6344	12827	3380	1522	1921	3278	10151	1986	0.0	0.0	841	1830	0.0	2591	2736	1954	3270	1937	301	0.0	0.0	0.0	917	1141	1598	3853	1764	67
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	265	813	407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	143	0.0	0.0	0.0	0.0	51297	0.0	0.0	0.0	30815	0.0	0.0	0.0	0.0	0.0	1824	0.0	1012	448	0.0	632	672	3486	3590	0.0	0.0	0.0	0.0	86136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5174	9720	14436	7171	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1317	0.0	0.0	73	899	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9901	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18101	0.0	2479	0.0	0.0	20737	0.0	0.0	482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	432	3428	17	0.0	447	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia	137055	6363	103597	0.0	28072	42240	151629	30813	891284	147021	186894	428083	126052	80992	85661	0.0	666059	141685	100500	132513	58536	125186	96461	26704	153736	70946	263971	160040	227040	26955	94838	503908	102472	177657	156011	26811	114962	65146	141032	57918	69239	70524	63126	33442	165576	37314	278179	46456	157023	267381	1156266	105612	99332	1077302	1120430	832775	5076477	23956	48202	34213	39199	48693	112375	183649	104814	454472	45479	95572	0.0	6142	128076	157185	35561	145244	27376	127397	364733	20867	44403	283918	637677	0.0	353557	349778	93371	214741	112030	364449	51649	257256	966066	115284	0.0	0.0	45912	71324	33299	90070	179474	47235	99169	63348	1249945	183220	885595	55597	1585762	22814	37959	552058	196354	68584	1701763	300952	426677	229048	134753	0.0	31712	47307	477565	172075	166197	263482	103142	94099
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_hansenii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	379	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_hansenii|t__GCF_000156675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	379	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_hydrogenotrophica	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10155	0.0	0.0	0.0	0.0	162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_hydrogenotrophica|t__GCF_000157975	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10155	0.0	0.0	0.0	0.0	162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_producta	0.0	0.0	1437	0.0	5957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	538	1181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5839	0.0	0.0	1485	1232	0.0	0.0	0.0	4448	368	0.0	0.0	0.0	0.0	0.0	0.0	752	0.0	1599	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16358	0.0	0.0	0.0	0.0	0.0	0.0	9625	202	2168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
